Id,Name,Address,City,State,Zip,Website
1745,PLATT COLLEGE-MILLER-MOTTE TECHNICAL-AUGUSTA,621 NW FRONTAGE ROAD,AUGUSTA,GA,30907,https://www.miller-motte.edu/campuses/augusta-career-training
1746,SOUTHERN CALIFORNIA HEALTH INSTITUTE,5644 VINELAND AVE,NORTH HOLLYWOOD,CA,91601,www.sochi.edu/
1747,JOHNSON COLLEGE,3427 N MAIN AVE,SCRANTON,PA,18508,www.johnson.edu/
1748,TRINITY VALLEY COMMUNITY COLLEGE,100 CARDINAL DRIVE,ATHENS,TX,75751,www.tvcc.edu/
1749,CALUMET COLLEGE OF SAINT JOSEPH,2400 NEW YORK AVE,WHITING,IN,46394,www.ccsj.edu/
1750,LA SALLE UNIVERSITY,1900 W OLNEY AVE,PHILADELPHIA,PA,19141,www.lasalle.edu/
1751,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ONEIDA-HUNTSVILLE,355 SCOTT HIGH DRIVE,HUNTSVILLE,TN,37756,https://www.tcatoneida.edu/
1752,TEXAS A & M UNIVERSITY-KINGSVILLE,955 UNIVERSITY BLVD,KINGSVILLE,TX,78363,https://www.tamuk.edu/
1753,NORTHERN NEW MEXICO COLLEGE,921 PASEO DE ONATE,ESPANOLA,NM,87532,nnmc.edu/
1754,PIONEER PACIFIC COLLEGE,4145 SW WATSON AVE. #300,BEAVERTON,OR,97005,NOT AVAILABLE
1755,UNIVERSITY OF HOUSTON-DOWNTOWN,1 MAIN STREET,HOUSTON,TX,77002,www.uhd.edu/
1756,COLUMBIA GORGE COMMUNITY COLLEGE,400 E SCENIC DR,THE DALLES,OR,97058,www.cgcc.edu/
1757,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,7335 S HWY 100,FRANKLIN,WI,53132,www.shsst.edu/
1758,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MCKENZIE,16940 HIGHLAND DR,MCKENZIE,TN,38201,www.tcatmckenzie.edu/
1759,ELECTRICAL TRAINING CENTER,65 ELM ST.,COPIAGUE,NY,11726,https://www.electricaltrainingcenter.edu/
1760,DORSEY SCHOOL OF BUSINESS-DEARBORN,18660 FORD RD,DETROIT,MI,48228,www.dorsey.edu/
1761,THE UNIVERSITY OF TEXAS PERMIAN BASIN,4901 E UNIVERSITY,ODESSA,TX,79762,www.utpb.edu/
1762,UNIVERSITY OF MAINE,168 COLLEGE AVENUE,ORONO,ME,04469,www.umaine.edu/
1763,CLEVELAND INSTITUTE OF ART,11610 EUCLID AVENUE,CLEVELAND,OH,44106,www.cia.edu/
1764,UNIVERSITY OF MARYLAND-COLLEGE PARK,NOT AVAILABLE,COLLEGE PARK,MD,20742,www.umd.edu/
1765,ASHFORD UNIVERSITY,8620 SPECTRUM CENTER BOULEVARD,SAN DIEGO,CA,92123,www.ashford.edu/
1766,UNIVERSITY OF DETROIT MERCY,4001 W MCNICHOLS RD,DETROIT,MI,48221,https://www.udmercy.edu/
1767,EMPIRE BEAUTY SCHOOL-TUCSON,3030 E SPEEDWAY BLVD,TUCSON,AZ,85716,www.empire.edu/
1768,UNIVERSITY OF CALIFORNIA-DAVIS,ONE SHIELDS AVENUE,DAVIS,CA,95616,ucdavis.edu/
1769,EVERGREEN VALLEY COLLEGE,3095 YERBA BUENA RD,SAN JOSE,CA,95135,www.evc.edu/
1770,HAMRICK SCHOOL,1156 MEDINA RD,MEDINA,OH,44256,https://www.hamrickschool.edu/
1771,STUDIO ACADEMY OF BEAUTY,610 N ALMA SCHOOL RD STE 38,CHANDLER,AZ,85224,www.tsaob.com/
1772,UPPER CAPE COD REGIONAL TECHNICAL SCHOOL,220 SANDWICH ROAD,BOURNE,MA,02532,www.uctpracticalnursing.com/
1773,EDEN THEOLOGICAL SEMINARY,475 E LOCKWOOD AVE,WEBSTER GROVES,MO,63119,www.eden.edu/
1774,LAKES REGION COMMUNITY COLLEGE,379 BELMONT ROAD,LACONIA,NH,03246,www.lrcc.edu/
1775,ROCKINGHAM COMMUNITY COLLEGE,215 WRENN MEMORIAL ROAD,WENTWORTH,NC,27375,www.rockinghamcc.edu/
1776,ADVANCE SCIENCE INTERNATIONAL COLLEGE,5190 NW 167 ST STE 200,MIAMI LAKES,FL,33014,www.asicollege.edu/
1777,PLATT COLLEGE-STVT-CORPUS CHRISTI,2000 SOUTH PADRE ISLAND DR,CORPUS CHRISTI,TX,78416,https://www.stvt.edu/
1778,ULTRASOUND MEDICAL INSTITUTE,503 ROYAL PALM BEACH BLVD,ROYAL PALM BEACH,FL,33411,www.nriinstitute.edu/
1779,HIGHLIGHTS BEAUTY SCHOOLS,6007- A 244TH STREET SW,MOUNTLAKE TERRACE,WA,98043,https://genejuarezacademy.edu/
1780,PALAU COMMUNITY COLLEGE,9TH MADALAII HAMLET,KOROR,PW,96940,palau.edu/
1781,EMPIRE BEAUTY SCHOOL-HURSTBORNE,5314 BARDSTOWN RD,LOUISVILLE,KY,40291,NOT AVAILABLE
1782,UNIVERSITY OF LOUISIANA-SYSTEM ADMINISTRATION,"CLAIBORNE BUILDING, 1201 N. 3RD ST., SUITE 7-300",BATON ROUGE,LA,70802,www.ulsystem.edu/
1783,DEVRY UNIVERSITY-FLORIDA,2300 SW 145TH AVE.,MIRAMAR,FL,33027,https://www.devry.edu/
1784,INTERNATIONAL TRAINING CAREERS,7360 SW 24TH STREET SUITE 31,MIAMI,FL,33155,tufuturovale.com/spa/
1785,INSTITUTO EDUCATIVO PREMIER,CALLE VILLA #123,PONCE,PR,00730,premierponce.net/
1786,CHESTNUT HILL COLLEGE,9601 GERMANTOWN AVE,PHILADELPHIA,PA,19118,www.chc.edu/
1787,ACADEMY OF HAIR DESIGN-PEARL,3167 HWY 80 E,PEARL,MS,39208,www.academyofhair.com/
1788,COLLEGE OF OUR LADY OF THE ELMS,291 SPRINGFIELD ST,CHICOPEE,MA,01013,https://www.elms.edu/
1789,SARAH LAWRENCE COLLEGE,ONE MEADWAY,BRONXVILLE,NY,10708,www.sarahlawrence.edu/
1790,LASSEN COMMUNITY COLLEGE,478-200 HWY 139,SUSANVILLE,CA,96130,www.lassencollege.edu/
1791,HOUSTON INTERNATIONAL COLLEGE CARDIOTECH ULTRASOUND SCHOOL,12135 BISSONNET STE E,HOUSTON,TX,77099,www.cardiotech.org/
1792,UNIVERSITY ACADEMY OF HAIR DESIGN,2204 GREENSBORO AVENUE,TUSCALOOSA,AL,35401,www.uahairdesign.com/
1793,JAMES RUMSEY TECHNICAL INSTITUTE,3274 HEDGESVILLE ROAD,MARTINSBURG,WV,25403,www.jamesrumsey.com/
1794,CALIFORNIA AERONAUTICAL UNIVERSITY,1450 BOUGHTON DRIVE,BAKERSFIELD,CA,93308,www.calaero.edu/
1795,AMERICAN CAREER COLLEGE-ANAHEIM,1200 N. MAGNOLIA AVE.,ANAHEIM,CA,92801,https://americancareercollege.edu/
1796,INTERACTIVE COLLEGE OF TECHNOLOGY,16801 GREENSPOINT PARK DRIVE SUITE 150,HOUSTON,TX,77060,www.ict.edu/north-houston-college/
1797,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,2856 E FORT LOWELL RD,TUCSON,AZ,85716,www.asaom.edu/
1798,SAINT EDWARD'S UNIVERSITY,3001 S CONGRESS AVE,AUSTIN,TX,78704,https://www.stedwards.edu/
1799,CLARK COLLEGE,1933 FORT VANCOUVER WAY,VANCOUVER,WA,98663,www.clark.edu/
1800,UTAH STATE UNIVERSITY,OLD MAIN HILL,LOGAN,UT,84322,www.usu.edu/
1801,SAINT MICHAEL'S COLLEGE,ONE WINOOSKI PARK,COLCHESTER,VT,05439,www.smcvt.edu/
1802,OGEECHEE TECHNICAL COLLEGE,ONE JOSEPH E. KENNEDY BLVD,STATESBORO,GA,30458,www.ogeecheetech.edu/
1803,PAUL MITCHELL THE SCHOOL-WICHITA,3242 N. ROCK ROAD SUITE 106,WICHITA,KS,67226,paulmitchell.edu/wichita
1804,CHAFFEY COLLEGE,5885 HAVEN AVE,RANCHO CUCAMONGA,CA,91737,https://www.chaffey.edu/
1805,HOPE INTERNATIONAL UNIVERSITY,2500 E NUTWOOD AVE,FULLERTON,CA,92831,www.hiu.edu/
1806,NORTH AMERICAN TRADE SCHOOLS,"6901 SECURITY BLVD, SUITE 16",BALTIMORE,MD,21244,natradeschools.edu/
1807,MINERAL AREA COLLEGE,5270 FLAT RIVER ROAD,PARK HILLS,MO,63601,https://mineralarea.edu/
1808,MANCHESTER COMMUNITY COLLEGE,1066 FRONT ST,MANCHESTER,NH,03102,www.mccnh.edu/
1809,LYLE'S COLLEGE OF BEAUTY,2935 F ST,BAKERSFIELD,CA,93301,lylescolleges.com/
1810,LYLE'S COLLEGE OF BEAUTY,6735 N FIRST AVE STE 112,FRESNO,CA,93710,lylescolleges.com/
1811,SANTA CLARA UNIVERSITY,500 EL CAMINO REAL,SANTA CLARA,CA,95053,www.scu.edu/
1812,WEST HILLS COMMUNITY COLLEGE DISTRICT,275 PHELPS AVENUE,COALINGA,CA,93210,https://www.westhillscollege.com/
1813,RIO HONDO COLLEGE,3600 WORKMAN MILL RD,WHITTIER,CA,90601,www.riohondo.edu/
1814,MIDWESTERN STATE UNIVERSITY,3410 TAFT BLVD,WICHITA FALLS,TX,76308,www.msutexas.edu/
1815,MIDWEST COLLEGE OF ORIENTAL MEDICINE-RACINE,6232 BANKERS ROAD,RACINE,WI,53403,www.acupuncture.edu/
1816,MARYMOUNT UNIVERSITY,2807 N GLEBE RD,ARLINGTON,VA,22207,https://www.marymount.edu/
1817,RANDALL UNIVERSITY,3701 S. I-35 FRONTAGE ROAD,MOORE,OK,73160,www.ru.edu/
1818,BETHEL SEMINARY-SAN DIEGO,6116 AROSA ST,SAN DIEGO,CA,92115,https://www.bethel.edu/
1819,AUTOMECA TECHNICAL COLLEGE-CAGUAS,CALLE MUNOZ RIVERA NO.69,CAGUAS,PR,00725,www.automeca.com/
1820,CIRCLE IN THE SQUARE THEATRE SCHOOL,1633 BROADWAY,NEW YORK,NY,10019,www.circlesquare.org/
1821,LENOIR-RHYNE UNIVERSITY,625 7TH AVENUE NE,HICKORY,NC,28601,www.lr.edu/
1822,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE,960 E. 3RD STREET,LOS ANGELES,CA,90013,www.sciarc.edu/
1823,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,801 LEROY PLACE,SOCORRO,NM,87801,www.nmt.edu/
1824,SUNY CORNING COMMUNITY COLLEGE,1 ACADEMIC DR,CORNING,NY,14830,https://www.corning-cc.edu/
1825,AUGUSTANA UNIVERSITY,2001 S SUMMIT AVE,SIOUX FALLS,SD,57197,www.augie.edu/
1826,MARTIN METHODIST COLLEGE,433 WEST MADISON STREET,PULASKI,TN,38478,www.martinmethodist.edu/
1827,ST OLAF COLLEGE,1520 ST OLAF AVE,NORTHFIELD,MN,55057,wp.stolaf.edu/
1828,AMERICAN BEAUTY SCHOOLS,8100 SOUTHWEST 8TH STREET,MIAMI,FL,33144,www.americanbeautyschools.com/
1829,AMERICAN INSTITUTE-SOMERSET,80 COTTONTAIL LANE,SOMERSET,NJ,08873,www.americaninstitute.com/
1830,STACEY JAMES INSTITUTE,"16534 KEYSTONE BOULEVARD, UNIT C",PARKER,CO,80134,www.staceyjamesinstitute.com/
1831,EDP UNIVERSITY OF PUERTO RICO-HUMACAO,ANTONIO LOPEZ STREET #4 AND 6,HUMACAO,PR,00791,www.edpuniversity.edu/
1832,COLUMBIA COLLEGE - TAVARES PD,1565 LANE PARK CUTOFF ROAD,TAVARES,FL,32778,NOT AVAILABLE
1833,APEX COLLEGE OF VETERINARY TECHNOLOGY,330 SOUTH EL PASO STREET,COLORADO SPRINGS,CO,80903,https://www.apexcvt.edu/
1834,MAKANA ESTHETICS WELLNESS ACADEMY,560 N. NIMITZ HWY STE 125D,HONOLULU,HI,96817,https://makanaacademy.edu/
1835,PORTER AND CHESTER INSTITUTE - BROCKTON,609 BELMONT STREET,BROCKTON,MA,02301,NOT AVAILABLE
1836,ZORGANICS INSTITUTE BEAUTY AND WELLNESS,410 WEST BAKERVIEW ROAD SUITE 112,BELLINGHAM,WA,98226,zorganicsinstitute.com/
1837,CONGREGATION TALMIDEI MESIVTA TIFERES SHMIEL ALEKSANDER,1535 63RD STREET,BROOKLYN,NY,11219,YeshivaAleksander.org
1838,MONTANA BARBER INSTITUTE,1920 N ZARAGOZA SUITE 101 - 103,EL PASO,TX,79938,www.montanabarberinstitute.com
1839,HILLSDALE BEAUTY COLLEGE,440 MARSHALL STREET,COLDWATER,MI,49036,NOT AVAILABLE
1840,AVEDA INSTITUTE-CHAPEL HILL,"201 S. ESTES DRIVE, SPACE 200 B",CHAPEL HILL,NC,27514,https://www.nurturavedainstitutes.com/chapel-hill/
1841,GALLAUDET UNIVERSITY,"800 FLORIDA AVE, NE",WASHINGTON,DC,20002,www.gallaudet.edu/
1842,FLORIDA CAREER COLLEGE-HOUSTON,70-A FARM TO MARKET ROAD 1960 WEST,HOUSTON,TX,77090,https://www.floridacareercollege.edu/
1843,CARRINGTON COLLEGE-MESQUITE,3733 W. EMPORIUM CIRCLE,MESQUITE,TX,75150,https://carrington.edu/
1844,ELMEZZI GRADUATE SCHOOL OF MOLECULAR MEDICINE,350 COMMUNITY DRIVE,MANHASSET,NY,11030,www.northwell.edu/education-and-resources/elmezzi-graduate-school-of-molecular-medicine
1845,BETH MEDRASH MEOR YITZCHOK,85 DYKSTRAS WAY EAST,MONSEY,NY,10952,https://bethmedrashmeoryitzchok.com/
1846,CITY COLLEGES OF CHICAGO-MALCOLM X COLLEGE,1900 W JACKSON BLVD,CHICAGO,IL,60612,www.ccc.edu/colleges/malcolm-x/pages/default.aspx
1847,METHODIST COLLEGE,7600 N. ACADEMIC DRIVE,PEORIA,IL,61615,www.methodistcol.edu/
1848,KENNETH SHULER SCHOOL OF COSMETOLOGY-GOOSE CREEK,98 DAVENPORT STREET SUITE 10,GOOSE CREEK,SC,29445,www.kennethshuler.com/
1849,RUTGERS UNIVERSITY-NEWARK,"249 UNIVERSITY AVENUE, BLUMENTHAL HALL",NEWARK,NJ,07102,https://www.newark.rutgers.edu/
1850,NEW YORK MEDICAL CAREER TRAINING CENTER,136-20 38TH AVENUE SUITE 5F,FLUSHING,NY,11354,nymedtraining.com/
1851,STRAYER UNIVERSITY-MISSISSIPPI,100 EAST CAPITOL STREET SUITE 100,JACKSON,MS,39201,www.strayer.edu/campus-locations/mississippi/jackson
1852,PAUL MITCHELL THE SCHOOL-FRESNO,5091 N FRESNO STREET STE 104,FRESNO,CA,93710,paulmitchell.edu/fresno
1853,HAVERFORD COLLEGE,370 LANCASTER AVE,HAVERFORD,PA,19041,https://www.haverford.edu/
1854,TEXAS WOMAN'S UNIVERSITY,304 ADMINISTRATION DR,DENTON,TX,76204,www.twu.edu/
1855,RIDGE TECHNICAL COLLEGE,7700 STATE RD 544,WINTER HAVEN,FL,33881,www.ridge.edu/
1856,PJ'S COLLEGE OF COSMETOLOGY-GLASGOW,920 HAPPY VALLEY ROAD,GLASGOW,KY,42141,www.gotopjs.com/
1857,CALVIN UNIVERSITY,3201 BURTON STREET SE,GRAND RAPIDS,MI,49546,www.calvin.edu/
1858,CUNY QUEENS COLLEGE,65-30 KISSENA BLVD,QUEENS,NY,11367,https://www.qc.cuny.edu/
1859,VOGUE COLLEGE OF COSMETOLOGY-SANTA FE,2434 CERILLOS ROAD,SANTA FE,NM,87505,vogue.edu/
1860,PENNSYLVANIA STATE UNIVERSITY-PENN STATE ABINGTON,1600 WOODLAND ROAD,ABINGTON,PA,19001,abington.psu.edu/
1861,BEAVER FALLS BEAUTY ACADEMY,720 13TH ST,BEAVER FALLS,PA,15010,bfbeauty.com/
1862,POINT PARK UNIVERSITY,201 WOOD ST,PITTSBURGH,PA,15222,www.pointpark.edu/
1863,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,3601 4TH STREET,LUBBOCK,TX,79430,https://www.ttuhsc.edu/
1864,KNOX COUNTY CAREER CENTER,308 MARTINSBURG RD,MOUNT VERNON,OH,43050,www.knoxtechnicalcenter.com/
1865,JNA INSTITUTE OF CULINARY ARTS,1212 S BROAD ST,PHILADELPHIA,PA,19146,www.culinaryarts.edu/
1866,INTERNATIONAL COLLEGE OF BEAUTY ARTS & SCIENCES,5225 SAN FERNANDO ROAD WEST,LOS ANGELES,CA,90039,www.icbas.edu/
1867,PHOENIX COLLEGE,1202 W THOMAS RD,PHOENIX,AZ,85013,www.phoenixcollege.edu/
1868,UNIVERSITY OF HOUSTON-CLEAR LAKE,2700 BAY AREA BLVD,HOUSTON,TX,77058,www.uhcl.edu/
1869,COFFEYVILLE COMMUNITY COLLEGE,400 W 11TH ST,COFFEYVILLE,KS,67337,www.coffeyville.edu/
1870,AVERA MCKENNAN HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,1325 SOUTH CLIFF AVENUE,SIOUX FALLS,SD,57117,www.avera.org/
1871,AVERA SACRED HEART HOSPITAL,501 SUMMIT,YANKTON,SD,57078,www.averasacredheart.org/
1872,HAMPDEN-SYDNEY COLLEGE,COLLEGE ROAD,HAMPDEN-SYDNEY,VA,23943,www.hsc.edu/
1873,NETWORKS BARBER COLLEGE,508 BURNHAM AVE,CALUMET CITY,IL,60409,www.networksbarbercollege.com/
1874,LAKESHORE TECHNICAL COLLEGE,1290 NORTH AVENUE,CLEVELAND,WI,53015,www.gotoltc.edu/
1875,RANDOLPH COMMUNITY COLLEGE,629 INDUSTRIAL PARK AVE,ASHEBORO,NC,27205,www.randolph.edu/
1876,MASSACHUSETTS SCHOOL OF BARBERING,58 ROSS WAY,QUINCY,MA,02169,massschoolofbarbering.com/
1877,ARIZONA COLLEGE-MESA,163 N DOBSON RD,MESA,AZ,85201,https://www.arizonacollege.edu/
1878,BLACK RIVER TECHNICAL COLLEGE,1410 HWY 304 EAST,POCAHONTAS,AR,72455,www.blackrivertech.edu/
1879,CET-EL CENTRO,294 S 3RD ST,EL CENTRO,CA,92243,https://cetweb.edu/
1880,BUTTE COLLEGE,3536 BUTTE CAMPUS DRIVE,OROVILLE,CA,95965,www.butte.edu/
1881,MILWAUKEE INSTITUTE OF ART & DESIGN,273 E ERIE ST,MILWAUKEE,WI,53202,www.miad.edu/
1882,PAUL MITCHELL THE SCHOOL-MEMPHIS,3419 PLAZA AVENUE,MEMPHIS,TN,38111,memphis.paulmitchell.edu/
1883,FLORIDA CAREER COLLEGE-MIAMI,"1321 SW 107 AVENUE, SUITE 201B",MIAMI,FL,33174,https://www.floridacareercollege.edu/
1884,JEFFERSON COMMUNITY AND TECHNICAL COLLEGE,101 W BROADWAY,LOUISVILLE,KY,40202,https://jefferson.kctcs.edu/
1885,UNIVERSITY OF THE DISTRICT OF COLUMBIA,4200 CONNECTICUT AVE NW,WASHINGTON,DC,20008,www.udc.edu/
1886,ATLANTA'S JOHN MARSHALL LAW SCHOOL,1422 WEST PEACHTREE STREET NW,ATLANTA,GA,30309,www.johnmarshall.edu/
1887,WEST VIRGINIA JUNIOR COLLEGE-MORGANTOWN,148 WILLEY ST,MORGANTOWN,WV,26505,www.wvjc.edu/
1888,CHESAPEAKE COLLEGE,1000 COLLEGE CIRCLE,WYE MILLS,MD,21679,https://www.chesapeake.edu/
1889,MILDRED ELLEY SCHOOL-ALBANY CAMPUS,855 CENTRAL AVE,ALBANY,NY,12206,www.mildred-elley.edu/
1890,LEONS BEAUTY SCHOOL INC,1305 COLISEUM BLVD,GREENSBORO,NC,27403,www.leonsbeauty.com/
1891,PFEIFFER UNIVERSITY,48380 US HWY 52N,MISENHEIMER,NC,28109,www.pfeiffer.edu/
1892,WESTMINSTER COLLEGE,501 WESTMINSTER AVE,FULTON,MO,65251,www.wcmo.edu/
1893,STEVENS-HENAGER COLLEGE,383 W VINE ST,MURRAY,UT,84123,www.stevenshenager.edu/
1894,HASTINGS BEAUTY SCHOOL,221 SECOND STREET EAST,HASTINGS,MN,55033,hastingsbeautyschool.com/
1895,MID-SOUTH CHRISTIAN COLLEGE,3097 KNIGHT ROAD,MEMPHIS,TN,38118,https://www.midsouthchristian.edu/
1896,BELLUS ACADEMY-POWAY,13266 POWAY RD,POWAY,CA,92064,www.bellusacademy.edu/
1897,DEVRY UNIVERSITY-NEW JERSEY,"517 ROUTE 1 S, STE 1000",ISELIN,NJ,08830,https://www.devry.edu/
1898,AUTOMECA TECHNICAL COLLEGE-AGUADILLA,PARQUE INDUSTRIAL LA MONTANA KM09 EDIF932,AGUADILLA,PR,00605,www.automeca.com/
1899,TRIANGLE TECH INC-DUBOIS,225 TANNERY ROW ROAD,FALLS CREEK,PA,15840,www.triangle-tech.edu/
1900,HAIR EXPRESSIONS ACADEMY,12450 PARKLAWN DR 2ND FL,ROCKVILLE,MD,20852,www.paulmitchell.edu/rockville
1901,RABBINICAL COLLEGE OF OHR SHIMON YISROEL,215-217 HEWES ST,BROOKLYN,NY,11211,https://ohr-sy.com/
1902,HEIDELBERG UNIVERSITY,310 E MARKET ST,TIFFIN,OH,44883,https://www.heidelberg.edu/
1903,JUNIATA COLLEGE,1700 MOORE ST,HUNTINGDON,PA,16652,www.juniata.edu/
1904,NORMANDALE COMMUNITY COLLEGE,9700 FRANCE AVE S,BLOOMINGTON,MN,55431,www.normandale.edu/
1905,JFK MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS,1200 PARK AVE AND RANDOLPH RD,PLAINFIELD,NJ,07061,www.jfkmuhlenbergschools.org/
1906,PAUL MITCHELL THE SCHOOL-SALT LAKE CITY,1969 EAST MURRAY HOLLADAY ROAD,HOLLADAY,UT,84117,paulmitchell.edu/saltlakecity
1907,THE PROFESSIONAL HAIR DESIGN ACADEMY,3408 MALL DRIVE,EAU CLAIRE,WI,54701,phdacademy.edu/
1908,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-ARECIBO,CARRETERA 662 KM 2.3,ARECIBO,PR,00614,www.pucpr.edu/arecibo
1909,PRAXIS INSTITUTE,1850 SW 8TH ST 4TH FL,MIAMI,FL,33135,www.praxis.edu/
1910,UNIVERSITY OF ALABAMA IN HUNTSVILLE,301 SPARKMAN DR,HUNTSVILLE,AL,35899,www.uah.edu/
1911,UNIVERSITY OF THE OZARKS,415 N COLLEGE AVE,CLARKSVILLE,AR,72830,https://www.ozarks.edu/
1912,ASHER INSTITUTE OF HAMPTON,4107 WEST MERCURY BLVD,HAMPTON,VA,23666,www.aiofhampton.edu/
1913,INNOVATIONS DESIGN ACADEMY,125 E LOCUST ST,CANTON,IL,61520,innovationsdesignacademy.edu/
1914,GEORGIA PIEDMONT TECHNICAL COLLEGE,495 N INDIAN CREEK DR,CLARKSTON,GA,30021,www.gptc.edu/
1915,UNIVERSITY OF WISCONSIN-PLATTEVILLE,1 UNIVERSITY PLAZA,PLATTEVILLE,WI,53818,https://www.uwplatt.edu/
1916,NORTH CENTRAL TEXAS COLLEGE,1525 W CALIFORNIA STREET,GAINESVILLE,TX,76240,www.nctc.edu/
1917,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER,3500 CAMP BOWIE BLVD,FORT WORTH,TX,76107,www.unthsc.edu/
1918,TACOMA COMMUNITY COLLEGE,6501 S 19TH ST,TACOMA,WA,98466,https://www.tacomacc.edu/
1919,LINCOLN TECHNICAL INSTITUTE-NEW BRITAIN,200 JOHN DOWNEY DR,NEW BRITAIN,CT,06051,www.lincolntech.edu/campus/new-britain-ct
1920,PRINCIPIA COLLEGE,1 MAYBECK PLACE,ELSAH,IL,62028,www.principiacollege.edu/
1921,MID-AMERICA CHRISTIAN UNIVERSITY,3500 SW 119TH ST,OKLAHOMA CITY,OK,73170,www.macu.edu/
1922,CARRINGTON COLLEGE-PORTLAND,"2004 LLOYD CENTER, 3RD FL.",PORTLAND,OR,97232,https://carrington.edu/
1923,PAUL MITCHELL THE SCHOOL-BOISE,1270 S VINNELL WAY,BOISE,ID,83709,paulmitchell.edu/boise/
1924,CHAPMAN UNIVERSITY,ONE UNIVERSITY DR.,ORANGE,CA,92866,https://www.chapman.edu/
1925,LAGUNA COLLEGE OF ART AND DESIGN,2222 LAGUNA CANYON RD,LAGUNA BEACH,CA,92651,www.lcad.edu/
1926,WESTERN UNIVERSITY OF HEALTH SCIENCES,309 E 2ND ST,POMONA,CA,91766,www.westernu.edu/
1927,ELMHURST UNIVERSITY,190 PROSPECT AVE,ELMHURST,IL,60126,www.elmhurst.edu/
1928,LUTHERAN SCHOOL OF NURSING,3535 S JEFFERSON AVE 2ND FLOOR,SAINT LOUIS,MO,63118,www.nursingschoollmc.com/
1929,UNIVERSAL TECHNOLOGY COLLEGE OF PUERTO RICO,111 COMERCIO ST,AGUADILLA,PR,00603,www.unitecpr.edu/
1930,NORTH-WEST COLLEGE-POMONA,170 W HOLT AVE,POMONA,CA,91768,www.north-westcollege.edu/
1931,J F INGRAM STATE TECHNICAL COLLEGE,5375 INGRAM RD,DEATSVILLE,AL,36022,www.istc.edu/
1932,SOUTHWESTERN LAW SCHOOL,3050 WILSHIRE BOULEVARD,LOS ANGELES,CA,90010,www.swlaw.edu/
1933,CHABOT COLLEGE,25555 HESPERIAN BLVD,HAYWARD,CA,94545,www.chabotcollege.edu/
1934,JUDSON UNIVERSITY,1151 N STATE ST,ELGIN,IL,60123,www.judsonu.edu/
1935,MID-AMERICA TECHNOLOGY CENTER,27438 STATE HWY 59,WAYNE,OK,73095,www.matech.edu/
1936,CAREER QUEST LEARNING CENTERS-JACKSON,"209 E WASHINGTON AVE, STE 241",JACKSON,MI,49201,www.careerquest.edu/
1937,CONCORDE CAREER COLLEGE-SAN BERNARDINO,"201 EAST AIRPORT DRIVE, SUITE A",SAN BERNARDINO,CA,92408,https://www.concorde.edu/campus/san-bernardino-california
1938,PACIFIC STATES UNIVERSITY,3424 WILSHIRE BLVD. 12TH FLOOR,LOS ANGELES,CA,90010,www.psuca.edu/
1939,RAVENSCROFT BEAUTY COLLEGE,4530 LAHMEYER ROAD,FORT WAYNE,IN,46835,ravenscroftcollege.com/
1940,BENEDICTINE COLLEGE,1020 N 2ND ST,ATCHISON,KS,66002,www.benedictine.edu/
1941,ITI TECHNICAL COLLEGE,13944 AIRLINE HWY,BATON ROUGE,LA,70817,www.iticollege.edu/
1942,MARS HILL UNIVERSITY,100 ATHLETIC ST,MARS HILL,NC,28754,www.mhu.edu/
1943,MITCHELL HAMLINE SCHOOL OF LAW,875 SUMMIT AVE,SAINT PAUL,MN,55105,www.mitchellhamline.edu/
1944,LIFE PACIFIC UNIVERSITY,1100 W. COVINA BLVD.,SAN DIMAS,CA,91773,https://www.lifepacific.edu/
1945,MODERN BEAUTY ACADEMY,699 SOUTH C ST,OXNARD,CA,93030,www.modernbeautyacademy.org/
1946,ILIFF SCHOOL OF THEOLOGY,2323 E. ILIFF AVE.,DENVER,CO,80210,www.iliff.edu/
1947,LINCOLN TECHNICAL INSTITUTE-PHILADELPHIA,9191 TORRESDALE AVE,PHILADELPHIA,PA,19136,www.lincolntech.edu/campus/philadelphia-pa
1948,REMINGTON COLLEGE-FORT WORTH CAMPUS,300 E. LOOP 820,FORT WORTH,TX,76112,www.remingtoncollege.edu/fort-worth-texas-career-schools-overview
1949,B M SPURR SCHOOL OF PRACTICAL NURSING,800 WHEELING AVE,GLEN DALE,WV,26038,https://wvumedicine.org/reynolds-memorial/
1950,YESHIVA BAIS AHARON,905 PARK AVENUE,LAKEWOOD,NJ,08701,https://www.yeshivabaisaharon.com/
1951,METRO DETROIT BARBER COLLEGE,7443 W. MCNICHOLS,DETROIT,MI,48221,mdbcollege.org/
